num_cookie_ids,num_local_storage_ids,num_session_ids,num_fingerprint_hashes,num_device_profile_hashes,num_canvas_hashes,num_webgl_hashes,num_ip_addresses,num_user_agents,ip_change_count,sessions_last_10_min,ips_last_30_min,pdf_attempts_last_10_min,blocked_attempts,repeated_blocked_attempts,time_to_first_generate_seconds,avg_time_between_generations,same_content_repeated_count,api_only_usage_pattern,page_views_before_generate,generate_clicks_before_success,has_vpn_ip,has_proxy_ip,has_datacenter_ip,has_tor_ip,risky_ip_score,webdriver_detected,plugins_count,headless_suspected,missing_browser_headers,cookie_missing_after_seen,same_fingerprint_multiple_cookies,accounts_same_device,accounts_same_ip,account_created_after_free_limit,identity_link_confidence_max,many_visitors_same_ip,cleared_cookie_same_fingerprint,same_ip_only,scenario_name,label,label_confidence,source
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,305,2457,0,0,2,1,0,0,0,1,93,0,5,0,0,0,0,0,0,0,0,0,0,0,TOR_USAGE,1,0.92,SYNTHETIC
1,1,3,1,1,1,1,1,1,0,2,0,0,0,0,220,544,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,NORMAL_USER_MULTIPLE_SESSIONS,1,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,757,768,0,0,1,2,0,0,0,1,87,0,3,0,0,0,0,0,0,0,0,0,0,0,TOR_USAGE,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,670,161984,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,NORMAL_SLOW_USAGE,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,99,2755,0,0,3,2,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,COOKIE_BLOCKED_BUT_LOGIN_NORMAL,0,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,50,739,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,NORMAL_LOGIN_AFTER_LIMIT,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,463,3422,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,NORMAL_SINGLE_PDF,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,349,3131,0,0,1,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,8,0,0,NORMAL_SHARED_IP_DIFFERENT_DEVICE,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,4,1,0,0,3,0,0,0,70,1407,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,MOBILE_NETWORK_IP_CHANGE,1,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,264,3243,0,0,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,COOKIE_BLOCKED_BUT_LOGIN_NORMAL,0,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,16,0,0,0.9145648876877498,2054,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,RAPID_GENERATION_BOT,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,816,2498,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,API_ONLY_GENERATION,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,808,2207,0,0,4,1,0,0,0,1,96,0,5,0,0,0,0,0,0,0,0,0,0,0,TOR_USAGE,1,0.92,SYNTHETIC
6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,715,1225,0,0,4,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,80,0,0,0,MANY_COOKIES_SAME_DEVICE,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,295,562,0,0,3,2,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,COOKIE_BLOCKED_BUT_LOGIN_NORMAL,0,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,2,0,0,99,1816,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NORMAL_TWO_PDFS,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,495,2141,0,0,4,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,NORMAL_SINGLE_PDF,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,754,2272,0,0,2,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,10,0,0,SAME_IP_DIFFERENT_USERS,0,0.7,SYNTHETIC
1,1,1,1,1,1,1,4,1,0,0,1,0,0,0,837,3263,0,0,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,MOBILE_NETWORK_IP_CHANGE,1,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,2,0,0,879,128,0,0,1,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,NORMAL_TWO_PDFS,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,546,485,0,0,3,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,NORMAL_SINGLE_PDF,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,851,1217,0,0,3,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,NORMAL_SINGLE_PDF,0,0.92,SYNTHETIC
6,5,1,1,1,1,1,1,1,0,0,0,0,0,0,480,3220,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,70,0,0,0,COOKIE_AND_LOCAL_STORAGE_RESET_BUT_SAME_DEVICE_PROFILE,1,0.92,SYNTHETIC
1,1,8,1,1,1,1,1,1,0,5,0,0,0,0,0.5191596549681481,1901,0,0,4,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,MANY_SESSIONS_FAST,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,247,427,0,0,4,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,7,0,0,NORMAL_SHARED_IP_DIFFERENT_DEVICE,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,672,125,0,0,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,NORMAL_LOGIN_AFTER_LIMIT,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,871,830,5,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,SAME_CONTENT_REPEATED,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,12,0,0,1.4118888300393893,1398,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,RAPID_GENERATION_BOT,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,228,255174,0,0,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,NORMAL_SLOW_USAGE,0,0.92,SYNTHETIC
9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,672,328,0,0,3,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,80,0,0,0,MANY_COOKIES_SAME_DEVICE,1,0.92,SYNTHETIC
1,1,4,1,1,1,1,1,1,0,1,0,0,0,0,712,3351,0,0,2,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,NORMAL_USER_MULTIPLE_SESSIONS,1,0.55,SYNTHETIC
1,1,3,1,1,1,1,1,1,0,3,0,0,0,0,73,3288,0,0,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,NORMAL_USER_MULTIPLE_SESSIONS,1,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,129,398760,0,0,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,NORMAL_SLOW_USAGE,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,2,0,0,496,658,0,0,4,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,NORMAL_TWO_PDFS,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,793,2310,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,20,16,0,0,0,0,0,ACCOUNT_FARMING_SAME_DEVICE,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,429,250,0,0,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,COOKIE_BLOCKED_BUT_LOGIN_NORMAL,0,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,725,729,0,0,1,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,2,0,0,NORMAL_SHARED_IP_DIFFERENT_DEVICE,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,4,1,0,0,2,0,0,0,251,2907,0,0,4,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,MOBILE_NETWORK_IP_CHANGE,0,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,282,2047,0,0,1,2,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,NORMAL_LOGIN_AFTER_LIMIT,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,121,2136,0,0,3,2,0,1,1,0,75,0,8,0,0,0,0,0,0,0,0,0,0,0,DATACENTER_PROXY_USAGE,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,16,0,0,0.2533297549891895,651,0,0,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,RAPID_GENERATION_BOT,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,740,2478,0,0,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,NORMAL_LOGIN_AFTER_LIMIT,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,8,1,0,0,6,0,0,0,67,3361,0,0,1,2,1,0,0,0,85,0,8,0,0,0,0,0,0,0,0,0,0,0,VPN_IP_SWITCHING,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,2,0,0,357,1728,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,NORMAL_TWO_PDFS,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,757,2931,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,COOKIE_BLOCKED_BUT_LOGIN_NORMAL,0,0.55,SYNTHETIC
1,1,1,1,1,1,1,3,1,0,0,2,0,0,0,270,2294,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,MOBILE_NETWORK_IP_CHANGE,0,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,333,146475,0,0,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,NORMAL_SLOW_USAGE,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,878,2960,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,NORMAL_SINGLE_PDF,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,895,208383,0,0,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,TRAVEL_OR_NETWORK_CHANGE,1,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,106,2963,0,0,2,1,0,0,0,0,0,0,8,0,0,0,0,16,16,0,0,0,0,0,ACCOUNT_FARMING_SAME_DEVICE,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,52,256200,0,0,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,TRAVEL_OR_NETWORK_CHANGE,1,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,53,418,0,0,3,2,0,0,0,1,85,0,7,0,0,0,0,0,0,0,0,0,0,0,TOR_USAGE,1,0.92,SYNTHETIC
1,1,4,1,1,1,1,1,1,0,1,0,0,0,0,214,3012,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NORMAL_USER_MULTIPLE_SESSIONS,0,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,592,1506,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,API_ONLY_GENERATION,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,2,0,0,858,3577,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NORMAL_TWO_PDFS,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,868,2483,0,0,3,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,6,0,0,NORMAL_SHARED_IP_DIFFERENT_DEVICE,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,497,1704,0,0,2,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,6,0,0,NORMAL_SHARED_IP_DIFFERENT_DEVICE,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,7,1,0,0,7,0,0,0,182,2706,0,0,2,1,1,0,0,0,71,0,4,0,0,0,0,0,0,0,0,0,0,0,VPN_IP_SWITCHING,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,245,430,0,0,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,NORMAL_LOGIN_AFTER_LIMIT,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,883,2991,0,0,4,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,NORMAL_SINGLE_PDF,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,809,3282,0,0,2,2,0,1,1,0,78,0,5,0,0,0,0,0,0,0,0,0,0,0,DATACENTER_PROXY_USAGE,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,14,0,0,0.6545743169253263,1423,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,RAPID_GENERATION_BOT,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,889,256607,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NORMAL_SLOW_USAGE,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,442,1844,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,API_ONLY_GENERATION,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,435,1872,0,0,3,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,4,0,0,NORMAL_SHARED_IP_DIFFERENT_DEVICE,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,473,3537,0,0,2,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,20,0,0,SAME_IP_DIFFERENT_USERS,0,0.7,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,400,524,0,0,4,1,0,1,1,0,76,0,3,0,0,0,0,0,0,0,0,0,0,0,DATACENTER_PROXY_USAGE,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,206,560,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,NORMAL_LOGIN_AFTER_LIMIT,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,564,292635,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,NORMAL_SLOW_USAGE,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,4,1,0,0,8,0,0,0,512,3561,0,0,4,1,1,0,0,0,76,0,3,0,0,0,0,0,0,0,0,0,0,0,VPN_IP_SWITCHING,1,0.92,SYNTHETIC
3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,329,533,0,0,3,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,70,0,0,0,COOKIE_AND_LOCAL_STORAGE_RESET_BUT_SAME_DEVICE_PROFILE,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,386,817,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,NORMAL_LOGIN_AFTER_LIMIT,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,8,7,844,2216,0,0,4,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,REPEATED_BLOCKED_ATTEMPTS,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,546,3493,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,API_ONLY_GENERATION,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,880,1711,0,0,2,1,0,1,1,0,71,0,7,0,0,0,0,0,0,0,0,0,0,0,DATACENTER_PROXY_USAGE,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,136,2923,0,0,4,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,NORMAL_LOGIN_AFTER_LIMIT,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,512,3359,0,0,3,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,12,0,0,SAME_IP_DIFFERENT_USERS,0,0.7,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,209,3335,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,4,0,0,NORMAL_SHARED_IP_DIFFERENT_DEVICE,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,221,175035,0,0,1,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,TRAVEL_OR_NETWORK_CHANGE,1,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,162,382,0,0,2,2,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,COOKIE_BLOCKED_BUT_LOGIN_NORMAL,0,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,162,1393,0,0,4,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,COOKIE_BLOCKED_BUT_LOGIN_NORMAL,0,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,89,876,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,API_ONLY_GENERATION,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,17,0,0,0.7950136504157215,1009,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,RAPID_GENERATION_BOT,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,4,3,251,2361,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,REPEATED_BLOCKED_ATTEMPTS,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,22,876,0,0,4,2,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,NORMAL_LOGIN_AFTER_LIMIT,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,424,2744,0,0,4,1,0,0,0,1,95,0,5,0,0,0,0,0,0,0,0,0,0,0,TOR_USAGE,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,705,139398,0,0,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,TRAVEL_OR_NETWORK_CHANGE,0,0.55,SYNTHETIC
1,1,1,1,1,1,1,3,1,0,0,1,0,0,0,501,1757,0,0,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,MOBILE_NETWORK_IP_CHANGE,0,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,31,2224,0,0,4,1,0,0,0,1,93,0,6,0,0,0,0,0,0,0,0,0,0,0,TOR_USAGE,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,301,561,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,NORMAL_LOGIN_AFTER_LIMIT,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,752,2182,0,0,3,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,6,0,0,SAME_IP_DIFFERENT_USERS,0,0.7,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,8,7,260,3576,0,0,4,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,REPEATED_BLOCKED_ATTEMPTS,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,598,2510,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,NORMAL_LOGIN_AFTER_LIMIT,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,673,894,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,NORMAL_LOGIN_AFTER_LIMIT,0,0.92,SYNTHETIC
1,1,5,1,1,1,1,1,1,0,4,0,0,0,0,1.6182125660723141,1867,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,MANY_SESSIONS_FAST,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,528,3130,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,API_ONLY_GENERATION,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,600,1111,0,0,1,2,0,0,0,0,0,0,7,0,0,0,0,15,15,0,0,0,0,0,ACCOUNT_FARMING_SAME_DEVICE,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,756,3440,0,0,4,2,0,0,0,1,94,0,4,0,0,0,0,0,0,0,0,0,0,0,TOR_USAGE,1,0.92,SYNTHETIC
1,1,1,1,1,1,1,3,1,0,0,1,0,0,0,555,1266,0,0,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,MOBILE_NETWORK_IP_CHANGE,1,0.55,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,404,1501,0,0,2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,NORMAL_TWO_PDFS,0,0.92,SYNTHETIC
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,263,1654,0,0,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,4,0,0,NORMAL_SHARED_IP_DIFFERENT_DEVICE,0,0.92,SYNTHETIC
1,1,2,1,1,1,1,1,1,0,1,0,0,0,0,134,2415,0,0,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,NORMAL_USER_MULTIPLE_SESSIONS,0,0.55,SYNTHETIC
2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,504,1026,0,0,2,2,0,0,0,0,0,0,7,0,0,0,1,0,0,0,80,0,1,0,COOKIE_CLEAR_SAME_FINGERPRINT,1,0.92,SYNTHETIC
